country_code,country_name,year,coal_share_energy,oil_share_energy,gas_share_energy,nuclear_share_energy,renewables_share_energy,hydro_share_energy,solar_share_energy,wind_share_energy,biofuel_share_energy,primary_energy_consumption
AUS,Australia,1984,40.95669174194336,40.26754760742188,14.421299934387209,0.0,4.354459285736084,4.195866584777832,0.0,0.0,0.0,871.3554077148438
AUS,Australia,1985,41.1897087097168,39.33073806762695,14.987467765808104,0.0,4.49208402633667,4.332646369934082,0.0,0.0,0.0,896.2931518554688
AUS,Australia,1986,41.48806381225586,37.989444732666016,16.082496643066406,0.0,4.439996242523193,4.28200626373291,0.0,0.0,0.0,912.4112548828124
AUS,Australia,1987,42.06770324707031,37.75411987304688,15.976890563964844,0.0,4.201287746429443,4.044213771820068,0.0,0.0,0.0,937.5381469726562
AUS,Australia,1988,42.27705001831055,37.7887077331543,15.632369041442873,0.0,4.301873207092285,4.068463325500488,0.0,0.0,0.0,981.3142700195312
AUS,Australia,1989,42.25067138671875,37.40081405639648,16.24720001220703,0.0,4.101315021514893,3.8548696041107178,0.0,0.0,0.0,1029.712890625
AUS,Australia,1990,42.3840446472168,37.47718048095703,16.001731872558594,0.0,4.137041091918945,3.9106507301330566,0.0,0.0,0.0,1051.079345703125
AUS,Australia,1991,43.537635803222656,36.62089920043945,15.447440147399902,0.0,4.394022464752197,4.176598072052002,0.0014541450655087,0.0,0.0,1043.9398193359375
AUS,Australia,1992,43.115970611572266,36.763404846191406,15.732108116149902,0.0,4.388519287109375,4.187353610992432,0.0031783070880919,0.0,0.0,1060.4202880859375
AUS,Australia,1993,42.43242645263672,37.210540771484375,15.950081825256348,0.0,4.406949043273926,4.209080696105957,0.0037500814069062,0.0005137097905389,0.0,1084.4427490234375
AUS,Australia,1994,41.71221160888672,37.02763366699219,17.0644474029541,0.0,4.195708274841309,3.996156930923462,0.0043054572306573,0.0013609203742817,0.0,1125.551513671875
AUS,Australia,1995,42.04890060424805,37.151615142822266,16.79776382446289,0.0,4.001722812652588,3.770890951156616,0.0051023191772401,0.0016887108795344,0.0,1154.2989501953125
AUS,Australia,1996,42.52074813842773,37.041282653808594,16.438213348388672,0.0,3.999753713607788,3.7425522804260254,0.0059998957440257,0.001640596659854,0.0,1188.1368408203125
AUS,Australia,1997,43.59994888305664,36.73207092285156,15.75363063812256,0.0,3.914348363876343,3.6490554809570312,0.0070110354572534,0.0017155878012999,0.0,1217.2880859375
AUS,Australia,1998,44.48091506958008,35.86650466918945,15.839673042297363,0.0,3.812907695770264,3.529252767562866,0.007952993735671,0.0040211766026914,0.0,1246.3304443359375
AUS,Australia,1999,45.38558578491211,35.24225234985352,15.586381912231444,0.0,3.785779476165772,3.494170427322388,0.0087131606414914,0.0092282239347696,0.0,1297.3472900390625
AUS,Australia,2000,45.43499374389648,35.01580810546875,15.78468894958496,0.0,3.764508247375488,3.5124940872192383,0.0099723152816295,0.0285837464034557,0.0,1305.259521484375
