ctuid,name,all_vm,south_asian,chinese,black,filipino,arab,latin_american,southeast_asian,west_asian,korean,japanese,white,indigenous
3050004.02,3050004.02,18.2,4.9,0.4,4.8,2.6,1.0,1.3,1.2,0.0,0.0,0.0,79.2,2.6
3050005.00,3050005.00,12.5,2.5,0.0,4.0,1.5,1.1,0.9,0.0,0.0,1.1,0.0,86.2,1.5
3050006.00,3050006.00,23.5,7.3,0.5,7.9,1.1,4.0,0.9,0.8,0.0,0.0,0.0,71.7,5.0
3050007.00,3050007.00,12.4,4.1,0.0,4.5,1.1,0.5,1.0,0.5,0.0,0.0,0.0,83.7,3.8
3050008.00,3050008.00,18.0,4.1,0.7,4.3,2.0,3.0,1.2,0.6,0.3,0.0,0.0,80.3,1.7
3050009.00,3050009.00,17.3,3.6,0.0,5.9,2.8,1.9,0.8,0.4,0.0,0.0,0.2,79.0,3.8
3050010.01,3050010.01,20.8,1.6,0.9,10.0,0.0,2.8,0.9,0.0,0.0,0.7,0.0,76.9,2.1
3050010.03,3050010.03,14.5,2.3,0.2,7.9,1.1,1.9,0.3,0.2,0.0,0.0,0.0,83.0,2.6
3050010.04,3050010.04,26.0,0.8,0.0,16.8,0.0,4.3,2.3,0.0,0.0,0.0,0.0,69.1,4.6
3050011.00,3050011.00,4.7,1.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1,1.3
3050012.01,3050012.01,11.0,1.0,0.0,6.4,1.4,1.0,0.2,0.3,0.0,0.0,0.0,85.3,3.7
3050012.02,3050012.02,8.6,0.6,0.2,3.5,0.3,1.7,0.3,0.0,0.0,1.0,0.0,89.4,2.0
3050013.00,3050013.00,16.7,2.3,0.4,5.1,2.5,3.7,0.4,1.0,0.0,0.4,0.0,80.6,2.6
3050014.02,3050014.02,10.0,0.7,0.3,1.9,1.6,3.0,1.3,0.0,0.0,0.0,0.0,87.1,2.8
3050014.03,3050014.03,11.3,2.6,0.7,2.5,1.1,1.5,0.8,0.5,0.0,0.7,0.0,85.2,3.6
3050014.05,3050014.05,7.2,1.3,0.4,1.7,1.1,0.7,0.0,0.7,0.0,0.7,0.0,90.2,2.6
3050014.06,3050014.06,5.0,0.0,0.9,1.4,0.0,0.0,0.0,0.0,0.0,1.3,0.0,94.3,0.9
3050014.07,3050014.07,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,3.6
3050015.02,3050015.02,2.4,0.6,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,93.2,4.3
3050016.01,3050016.01,1.7,0.3,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.1,96.0,2.3
3050016.02,3050016.02,1.7,1.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,95.9,2.5
3050100.00,3050100.00,1.7,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,96.4,1.9
3050101.00,3050101.00,5.9,1.6,0.2,1.6,0.4,0.4,0.2,0.0,0.2,0.7,0.0,92.1,2.0
3050102.01,3050102.01,8.6,2.8,0.0,1.4,1.9,0.0,0.5,1.3,0.0,0.0,0.0,89.2,2.2
3050102.02,3050102.02,5.4,1.3,0.3,1.7,0.7,0.0,0.4,0.0,0.3,0.7,0.0,93.0,1.6
3050110.00,3050110.00,5.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.3
3050120.00,3050120.00,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.7,2.6
3050200.00,3050200.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4,0.0
4620001.00,4620001.00,23.2,1.4,1.4,8.4,0.0,2.9,7.2,0.0,0.0,0.0,0.0,75.5,1.4
4620002.00,4620002.00,22.8,0.4,0.4,11.2,0.0,4.2,4.4,1.2,0.0,0.0,0.0,74.5,2.6
4620003.00,4620003.00,27.7,0.6,1.1,13.9,0.0,5.8,4.2,1.6,0.3,0.0,0.0,71.0,1.3
4620004.00,4620004.00,22.5,0.9,1.9,12.3,0.0,1.9,2.1,2.7,0.5,0.0,0.0,75.8,1.9
4620005.00,4620005.00,13.5,0.0,0.0,8.6,0.0,1.7,2.2,0.8,0.0,0.0,0.0,84.6,1.9
4620006.00,4620006.00,35.8,2.4,2.0,23.0,0.0,3.0,4.0,0.9,0.0,0.0,0.0,62.4,1.8
4620007.00,4620007.00,24.8,1.4,1.5,9.5,0.0,4.5,5.2,1.7,0.0,0.0,0.0,72.8,2.4
4620008.00,4620008.00,17.4,0.8,0.7,7.2,0.0,2.1,4.6,0.8,0.0,0.0,0.0,79.5,3.1
4620009.00,4620009.00,31.2,2.0,1.9,15.7,0.0,3.9,4.6,2.9,0.0,0.0,0.0,67.8,1.0
4620010.00,4620010.00,32.6,2.9,1.6,10.7,0.0,8.1,2.6,4.2,0.0,0.0,0.0,66.8,1.0
4620011.00,4620011.00,28.6,0.3,4.5,10.4,0.2,5.3,4.2,2.4,0.3,0.0,0.2,70.6,0.8
4620012.01,4620012.01,33.1,4.1,0.6,6.4,0.0,10.5,10.1,1.0,0.0,0.0,0.0,66.3,0.6
4620012.02,4620012.02,42.2,1.3,1.8,13.7,0.3,14.6,8.8,0.5,0.8,0.0,0.0,56.3,1.5
4620013.00,4620013.00,23.9,0.5,1.4,6.7,0.2,6.6,4.7,2.0,0.2,0.0,0.0,75.1,0.9
4620014.03,4620014.03,37.5,3.9,2.7,14.7,0.0,7.4,3.4,2.4,0.9,0.0,0.0,61.6,0.7
4620014.04,4620014.04,23.6,0.4,3.3,5.1,0.0,6.0,5.8,1.4,0.0,0.0,0.0,75.5,1.0
4620015.00,4620015.00,14.5,1.2,0.2,3.6,0.0,3.5,3.9,1.0,0.0,0.0,0.0,83.8,1.6
4620016.00,4620016.00,17.5,0.0,0.7,9.2,0.4,2.2,2.7,1.1,0.0,0.0,0.0,81.3,1.3
4620017.00,4620017.00,12.4,0.0,1.7,3.6,0.0,3.3,2.1,0.0,0.0,0.0,0.0,85.9,1.7
4620018.00,4620018.00,14.1,0.0,0.0,4.0,0.0,4.0,1.7,2.0,0.0,0.0,0.0,83.9,2.0
4620019.00,4620019.00,12.1,1.3,0.0,6.1,0.0,0.6,1.3,1.9,0.0,0.0,0.0,86.5,1.5
4620021.00,4620021.00,17.4,2.0,0.7,7.4,0.3,2.2,1.9,0.8,0.0,0.0,0.0,81.6,1.0
4620022.00,4620022.00,14.3,1.7,0.0,5.3,0.0,1.3,3.0,1.0,0.0,0.0,0.0,82.3,3.3
4620023.00,4620023.00,17.0,0.0,0.8,8.3,0.0,4.7,1.6,0.0,0.0,0.0,0.0,82.2,0.8
4620024.00,4620024.00,17.7,0.0,1.2,7.7,0.0,0.8,5.5,2.0,0.0,0.0,0.0,81.1,1.2
4620025.00,4620025.00,16.9,1.1,2.1,7.9,0.0,2.1,1.4,0.7,0.0,0.0,0.0,79.1,3.9
4620026.00,4620026.00,18.0,0.4,1.4,7.5,0.0,3.7,2.9,0.4,0.0,0.0,0.0,79.9,2.1
4620027.00,4620027.00,16.4,1.3,1.3,4.4,0.0,3.8,4.1,0.9,0.0,0.0,0.0,83.0,0.6
4620028.00,4620028.00,11.0,0.7,1.2,2.4,0.0,2.9,1.4,1.9,0.0,0.0,0.0,86.3,2.6
4620029.00,4620029.00,22.4,1.0,1.8,6.7,0.9,2.7,5.2,3.0,0.3,0.0,0.0,76.0,1.7
4620030.00,4620030.00,28.7,0.7,3.9,8.8,0.0,5.7,5.4,2.1,0.9,0.0,0.0,70.2,1.0
4620031.00,4620031.00,25.6,2.3,2.3,3.8,0.0,7.2,6.3,2.5,0.0,0.0,0.0,73.7,0.5
4620032.00,4620032.00,26.4,1.7,1.4,8.5,0.0,7.5,2.4,4.1,0.7,0.0,0.0,72.2,1.0
4620033.00,4620033.00,16.0,2.0,1.4,4.3,0.0,1.4,3.4,1.1,0.9,0.0,0.0,83.1,0.9
4620034.00,4620034.00,33.7,4.2,6.0,8.8,0.0,3.2,5.1,2.6,0.0,0.0,0.0,64.4,1.8
4620035.00,4620035.00,20.9,2.3,0.8,4.3,0.0,4.0,6.8,1.8,0.0,0.0,0.0,76.9,2.3
4620036.00,4620036.00,27.8,2.7,2.2,5.7,0.0,5.0,9.4,0.0,0.5,0.0,0.0,71.2,1.2
4620037.00,4620037.00,26.0,3.8,2.3,5.4,0.6,4.8,3.8,3.5,0.3,0.3,0.0,73.1,0.7
4620038.00,4620038.00,38.9,15.5,2.0,8.2,0.0,5.5,3.5,1.7,0.0,0.0,0.0,60.1,1.0
4620039.00,4620039.00,30.4,2.9,2.0,9.8,0.4,5.5,5.8,2.4,0.4,0.0,0.0,68.1,1.8
4620041.00,4620041.00,35.2,7.8,1.7,7.8,0.0,8.7,5.6,1.7,0.8,0.0,0.0,62.8,1.7
4620042.00,4620042.00,25.4,3.9,3.9,4.8,1.3,4.8,3.9,0.0,0.9,0.0,0.0,72.4,2.2
4620043.00,4620043.00,25.7,1.2,4.9,6.9,0.8,3.3,5.3,0.0,0.0,0.0,0.0,73.5,0.8
4620044.00,4620044.00,25.2,3.1,2.2,7.0,0.4,5.3,4.2,1.5,0.0,0.0,0.0,73.3,1.8
4620045.00,4620045.00,21.6,2.5,1.1,5.3,0.0,5.0,3.5,2.8,0.0,0.0,1.4,75.9,2.1
4620046.00,4620046.00,28.3,5.3,2.5,7.8,0.7,5.3,4.8,0.7,0.0,0.0,0.0,71.0,0.7
4620047.00,4620047.00,24.8,1.3,0.0,4.7,0.0,5.4,7.4,0.0,0.0,0.0,0.0,73.8,1.3
4620048.00,4620048.00,21.3,1.5,2.3,6.2,0.0,2.8,6.0,1.1,0.0,0.0,0.0,77.2,1.5
4620049.00,4620049.00,21.7,1.6,1.2,9.0,0.0,4.9,3.3,0.0,0.0,0.0,0.0,77.5,0.8
4620050.00,4620050.00,33.1,5.9,3.3,7.7,0.0,6.6,6.6,2.2,0.7,0.0,0.0,65.8,1.1
4620051.00,4620051.00,34.1,4.7,3.5,5.3,0.0,7.1,7.4,1.5,1.8,0.0,0.0,65.3,0.6
4620052.00,4620052.00,33.3,4.3,2.4,8.9,0.0,4.3,6.2,3.1,1.4,0.7,0.0,61.9,4.8
4620053.00,4620053.00,31.7,2.6,6.0,6.0,0.0,6.0,4.5,3.8,0.0,0.0,0.0,66.4,1.5
4620054.00,4620054.00,37.5,4.9,7.6,5.8,0.0,6.2,7.6,3.1,0.0,1.3,0.0,61.6,0.9
4620055.01,4620055.01,22.7,1.9,3.6,6.7,0.3,4.4,2.3,1.3,1.1,0.3,0.3,76.5,0.8
4620055.02,4620055.02,15.3,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7,0.0
4620056.00,4620056.00,55.1,4.7,26.1,2.9,0.0,7.0,4.2,1.6,1.8,2.3,0.0,44.1,1.0
4620057.00,4620057.00,61.1,5.7,30.6,7.0,0.0,7.3,3.2,3.5,1.6,0.0,0.0,35.4,2.9
4620058.00,4620058.00,54.5,5.4,22.8,4.9,0.9,6.2,4.5,4.9,1.8,0.0,0.0,45.5,0.0
4620059.00,4620059.00,33.0,5.1,4.3,4.3,0.7,4.7,4.7,3.3,3.6,0.7,0.0,66.3,1.1
4620060.00,4620060.00,79.6,33.6,10.0,8.5,0.0,5.2,10.4,5.2,2.8,0.0,0.0,19.9,0.0
4620061.00,4620061.00,37.7,4.8,10.0,5.2,0.0,4.3,7.4,1.3,3.9,0.9,0.0,61.5,0.9
4620062.00,4620062.00,49.8,4.9,17.0,4.0,0.6,9.5,3.3,2.7,3.3,2.8,0.3,49.9,0.4
4620063.00,4620063.00,69.2,3.3,36.2,2.7,0.4,16.2,2.2,1.3,2.9,1.3,0.5,30.2,0.5
4620064.00,4620064.00,63.4,16.1,8.2,2.5,0.0,24.5,2.5,1.7,5.4,0.8,0.0,36.3,0.0
4620065.01,4620065.01,76.9,22.0,17.0,4.0,0.9,15.8,3.7,2.1,7.8,1.1,0.2,23.0,0.2
4620065.02,4620065.02,58.7,10.3,15.8,6.5,0.7,11.5,2.5,1.2,4.9,2.9,0.7,40.9,0.4
4620066.01,4620066.01,71.6,16.9,16.5,2.5,0.3,22.9,2.5,2.2,4.2,1.1,1.0,27.9,0.5
4620066.02,4620066.02,56.9,6.7,22.4,3.7,0.5,8.4,3.7,2.6,5.1,1.6,0.8,42.1,1.1
4620067.00,4620067.00,47.6,6.6,3.1,14.8,1.1,10.0,3.1,4.3,2.6,0.0,0.0,50.7,1.7
4620068.00,4620068.00,76.6,19.6,2.7,28.5,0.0,15.1,2.7,0.0,3.6,0.0,0.0,23.4,0.0
4620069.01,4620069.01,50.5,4.2,13.5,6.0,0.3,13.2,4.1,1.2,4.5,1.1,0.4,49.1,0.4
4620069.02,4620069.02,34.3,3.7,6.5,6.7,0.0,7.4,3.0,1.2,1.3,1.1,0.4,65.0,0.6
4620070.01,4620070.01,35.2,4.5,6.5,3.8,0.3,5.6,4.6,2.8,2.3,1.4,0.0,64.6,0.3
4620070.02,4620070.02,37.5,3.4,5.8,5.4,0.4,7.7,5.1,2.3,3.7,1.3,0.6,62.0,0.5
4620072.00,4620072.00,26.0,1.5,2.7,13.0,0.7,2.1,3.7,0.9,0.4,0.0,0.0,71.4,2.5
4620073.00,4620073.00,25.3,1.1,0.8,15.7,0.0,1.4,3.6,0.8,1.1,0.0,0.0,71.9,2.8
4620074.00,4620074.00,22.8,3.3,2.7,6.6,0.7,3.8,2.3,0.7,0.4,0.9,0.7,74.7,2.5
4620075.00,4620075.00,26.8,7.2,1.5,6.2,0.0,3.1,5.0,0.9,0.4,0.6,0.0,71.7,1.5
4620076.00,4620076.00,29.3,5.4,2.9,10.7,0.0,2.9,1.4,2.8,0.6,0.0,1.1,69.3,1.4
4620077.00,4620077.00,43.7,7.7,4.1,12.2,0.7,7.9,5.4,2.1,1.3,0.4,0.5,55.2,1.0
4620078.00,4620078.00,33.0,7.2,5.2,8.3,0.0,5.9,2.1,1.8,0.4,0.0,0.3,64.9,1.9
4620079.00,4620079.00,27.4,5.3,2.6,8.1,0.6,3.2,2.8,1.7,1.4,0.4,0.0,71.8,0.8
4620080.00,4620080.00,21.0,0.0,4.3,5.6,0.0,1.2,3.1,0.0,0.0,0.0,0.0,79.0,0.0
4620081.00,4620081.00,24.9,2.2,2.6,6.2,0.4,4.0,4.0,2.5,0.4,0.6,0.6,74.3,0.7
4620082.00,4620082.00,36.5,4.1,3.4,17.0,0.0,5.7,2.8,1.1,0.7,0.0,0.0,62.4,1.1
4620083.00,4620083.00,21.0,2.3,1.6,8.5,0.7,3.4,2.1,0.7,0.6,0.3,0.0,78.1,0.9
4620084.00,4620084.00,30.7,1.4,3.5,15.0,0.4,4.1,2.2,0.4,0.4,0.0,0.0,68.9,0.6
4620085.00,4620085.00,41.5,2.8,4.2,16.9,0.0,0.0,11.3,1.4,2.1,0.0,0.0,58.5,0.0
4620086.00,4620086.00,24.0,2.7,6.0,3.8,0.0,3.2,4.0,1.3,0.4,0.3,0.3,75.0,1.0
4620087.00,4620087.00,35.1,2.8,2.8,17.4,1.3,3.6,3.0,2.0,0.9,0.0,0.0,63.5,1.4
4620088.00,4620088.00,20.5,1.1,2.4,7.2,0.0,2.3,3.9,2.0,0.3,0.0,0.0,76.3,3.3
4620089.00,4620089.00,28.8,3.2,8.9,6.0,1.2,2.6,3.6,1.5,0.0,0.4,0.0,69.9,1.3
4620090.00,4620090.00,40.0,6.9,15.4,6.4,0.6,3.5,3.3,0.8,0.3,0.6,0.2,59.0,1.1
4620092.00,4620092.00,30.5,1.7,12.1,4.7,1.2,3.6,4.0,1.7,0.2,0.2,0.0,68.2,1.4
4620093.00,4620093.00,20.8,0.8,3.6,5.8,0.9,1.4,5.3,0.5,0.9,0.0,0.5,75.9,3.3
4620094.01,4620094.01,56.0,4.2,2.5,25.4,4.8,7.0,3.1,2.3,0.9,1.3,0.6,42.4,1.4
4620095.00,4620095.00,40.3,2.5,5.7,7.2,2.0,4.2,8.7,3.0,1.2,0.0,1.7,59.0,1.0
4620096.00,4620096.00,28.2,1.9,4.3,8.0,3.0,3.7,4.1,1.5,0.0,0.4,0.0,69.8,1.9
4620097.01,4620097.01,46.2,3.0,3.1,7.5,4.5,4.5,3.6,1.1,11.8,3.2,0.9,52.7,1.2
4620097.02,4620097.02,61.6,6.5,8.2,11.8,1.7,5.3,3.8,1.2,16.0,3.9,0.0,37.8,0.6
4620098.00,4620098.00,34.3,3.2,4.2,12.0,2.8,4.7,2.8,1.4,0.5,1.1,0.5,65.0,0.6
4620099.00,4620099.00,34.0,3.1,7.0,7.3,0.4,3.7,3.2,0.5,3.5,3.1,0.0,65.4,0.6
4620100.01,4620100.01,42.3,4.1,4.1,12.1,4.7,5.2,3.4,1.2,2.6,2.4,0.7,57.3,0.4
4620100.02,4620100.02,49.6,5.6,10.1,12.3,6.2,5.1,3.9,0.7,2.3,0.0,0.0,49.9,0.6
4620101.01,4620101.01,53.1,5.9,5.0,19.8,3.8,3.9,4.2,1.4,3.0,4.2,0.0,46.7,0.2
4620101.02,4620101.02,65.7,3.6,5.2,29.0,13.1,6.7,4.3,0.7,1.4,0.0,0.0,33.7,0.7
4620102.00,4620102.00,23.4,2.8,2.4,5.1,0.5,3.6,3.4,0.7,1.0,1.0,0.0,75.0,1.6
4620103.00,4620103.00,18.6,0.6,3.3,4.1,0.0,2.4,2.2,1.2,0.6,1.6,0.6,81.2,0.4
4620104.00,4620104.00,15.3,2.5,3.2,2.1,0.0,1.4,2.0,0.9,1.2,0.9,0.5,82.8,2.0
4620105.00,4620105.00,20.2,0.9,2.5,3.5,1.2,2.6,2.2,1.0,0.7,3.1,1.3,78.9,0.9
4620106.00,4620106.00,31.9,3.8,5.6,5.6,0.5,3.8,2.9,0.0,7.2,0.8,0.5,66.8,1.1
4620107.00,4620107.00,43.0,6.1,6.1,7.3,3.5,5.1,5.1,1.6,4.5,2.5,0.6,56.1,0.6
4620108.00,4620108.00,21.7,4.3,6.0,2.2,0.8,1.7,2.8,1.0,0.8,0.7,0.3,77.8,0.4
4620109.00,4620109.00,35.6,8.4,3.3,6.8,2.7,3.5,5.2,0.0,2.2,0.0,0.8,64.4,0.0
4620110.00,4620110.00,48.9,7.4,3.8,9.5,6.6,7.9,4.5,1.5,2.3,2.1,1.0,49.9,1.2
4620111.00,4620111.00,51.7,7.0,3.8,10.1,14.9,4.5,4.5,2.9,1.1,0.3,0.0,47.7,0.6
4620112.01,4620112.01,69.3,15.0,3.0,11.0,25.5,4.5,1.5,5.7,0.2,0.0,0.0,30.7,0.0
4620112.02,4620112.02,70.7,9.6,1.5,8.1,40.2,3.2,1.8,3.1,0.5,0.5,0.0,29.4,0.0
4620113.00,4620113.00,49.9,4.6,7.6,8.5,12.5,5.9,3.9,3.4,0.9,0.8,0.0,49.3,0.7
4620114.00,4620114.00,37.2,6.8,4.5,7.0,2.3,8.7,1.3,2.3,1.7,0.0,0.0,62.2,0.6
4620115.01,4620115.01,34.7,4.2,7.1,5.0,2.6,9.7,3.3,0.5,1.2,0.0,0.0,65.3,0.0
4620115.02,4620115.02,49.4,5.6,1.9,7.6,1.3,14.8,4.5,1.5,10.2,0.3,0.0,49.8,0.8
4620116.00,4620116.00,61.3,15.1,2.8,10.7,12.3,10.3,4.9,1.9,0.8,0.7,0.2,38.2,0.5
4620117.00,4620117.00,86.8,12.7,3.1,10.0,47.9,3.6,2.3,4.4,0.0,0.0,0.0,13.3,0.0
4620118.00,4620118.00,78.7,15.7,1.3,8.1,35.3,5.4,3.6,5.6,0.2,0.0,0.0,21.3,0.0
4620119.00,4620119.00,87.9,24.2,2.4,9.8,35.8,2.9,1.8,5.5,0.0,0.0,0.0,11.8,0.4
4620120.01,4620120.01,66.6,11.2,9.5,13.7,9.1,8.9,4.5,4.2,2.5,0.6,0.3,33.2,0.2
4620120.02,4620120.02,12.1,0.0,3.6,0.0,0.9,3.1,0.0,1.3,1.3,0.0,0.0,87.9,0.0
4620121.00,4620121.00,38.4,4.3,4.8,4.5,0.0,7.6,5.1,4.8,4.3,0.0,0.0,61.6,0.0
4620122.00,4620122.00,77.5,15.5,1.3,16.7,15.4,11.2,6.5,6.6,1.0,0.0,0.0,21.9,0.6
4620123.00,4620123.00,62.7,7.8,3.1,12.9,9.5,18.1,4.3,2.2,2.1,0.6,0.0,36.8,0.5
4620124.00,4620124.00,59.1,7.2,1.5,17.4,6.8,16.9,5.5,1.7,0.4,0.0,0.0,40.2,0.7
4620125.00,4620125.00,27.1,1.8,0.5,5.2,1.1,8.5,2.7,0.8,4.9,0.2,0.0,72.5,0.3
4620126.00,4620126.00,28.0,0.7,5.0,9.7,0.0,4.7,3.2,1.7,1.2,0.0,0.5,72.0,0.0
4620127.01,4620127.01,47.8,4.4,5.8,7.7,2.1,16.3,4.5,2.3,2.3,0.3,0.0,51.7,0.5
4620128.00,4620128.00,33.4,3.1,5.5,4.5,0.9,7.5,3.9,0.6,5.3,0.5,0.3,66.3,0.4
4620129.01,4620129.01,37.8,6.0,6.4,3.5,0.9,10.3,2.4,0.5,5.8,0.5,0.0,61.2,0.8
4620129.02,4620129.02,43.5,6.6,9.1,3.4,0.0,14.3,2.8,0.4,4.2,0.9,0.7,56.1,0.4
4620130.00,4620130.00,55.3,12.4,16.2,5.2,1.6,4.9,3.8,1.9,2.6,2.4,1.4,43.8,0.7
4620131.00,4620131.00,50.5,10.5,12.8,5.2,1.1,6.6,4.9,0.6,2.5,2.2,0.6,49.1,0.5
4620132.00,4620132.00,39.7,6.7,5.9,6.8,0.4,7.1,3.7,1.5,3.1,1.6,0.2,58.1,2.2
4620133.00,4620133.00,34.5,3.7,4.5,6.5,0.0,7.9,4.1,1.6,2.2,0.4,0.0,63.7,2.0
4620134.00,4620134.00,18.3,1.8,2.3,1.8,0.0,3.2,3.2,3.2,0.0,1.4,0.0,79.9,1.8
4620135.00,4620135.00,11.5,0.0,0.0,2.1,0.0,1.2,2.7,1.5,0.0,0.0,0.6,87.3,0.9
4620136.00,4620136.00,19.0,3.0,3.2,2.3,0.0,4.0,4.0,0.7,0.5,0.4,0.0,80.5,0.4
4620137.00,4620137.00,30.6,0.9,6.0,9.8,0.0,3.4,3.0,0.9,2.1,1.7,0.0,69.8,0.0
4620138.00,4620138.00,16.3,2.0,2.8,2.8,0.0,1.3,1.8,1.5,1.3,0.0,1.3,82.7,1.3
4620139.00,4620139.00,21.5,4.7,1.6,5.0,0.0,4.8,3.7,0.0,0.3,0.0,0.3,77.5,1.1
4620140.00,4620140.00,20.4,0.0,1.1,2.2,0.7,4.8,3.7,4.1,0.0,1.1,0.0,80.0,0.0
4620141.00,4620141.00,15.1,0.8,1.9,3.0,0.0,1.1,3.8,1.9,0.0,1.1,0.0,84.1,0.5
4620142.00,4620142.00,22.6,3.8,0.0,4.7,0.0,5.6,2.9,1.5,2.1,0.0,1.2,76.8,0.9
4620143.00,4620143.00,19.9,2.0,2.7,2.5,0.0,5.7,2.7,2.7,0.8,0.0,0.0,79.3,0.8
4620144.00,4620144.00,20.3,1.2,2.1,3.1,0.0,3.9,6.7,1.3,0.9,0.0,0.0,78.8,0.9
4620146.00,4620146.00,14.4,1.6,0.6,3.2,0.0,2.8,2.0,1.2,0.4,0.0,0.4,85.6,0.0
4620147.00,4620147.00,13.4,0.5,2.3,2.1,0.5,2.3,3.9,1.2,0.4,0.0,0.0,85.7,1.1
4620148.00,4620148.00,12.9,1.0,0.0,7.5,0.0,1.0,2.5,0.0,0.0,0.0,0.0,87.6,0.0
4620149.00,4620149.00,19.5,1.1,1.9,3.8,0.0,3.8,6.5,0.3,0.5,0.0,0.8,78.9,1.4
4620150.00,4620150.00,21.7,0.8,0.0,6.9,0.0,5.4,5.2,0.8,0.0,0.0,0.0,77.7,0.8
4620151.00,4620151.00,12.8,0.0,0.5,3.3,0.0,3.3,2.3,1.0,1.0,0.0,0.0,85.0,2.5
4620152.00,4620152.00,13.1,0.0,0.0,4.5,0.0,2.1,4.5,0.6,0.0,0.0,0.0,85.5,1.5
4620153.00,4620153.00,35.6,1.3,0.0,5.4,1.3,10.7,7.4,7.4,1.3,0.0,0.0,63.1,1.3
4620154.00,4620154.00,13.5,0.0,1.0,2.4,0.0,3.8,4.3,1.0,0.0,0.0,0.0,86.1,0.0
4620155.00,4620155.00,12.2,0.0,0.8,3.3,0.0,4.7,1.7,0.6,0.0,0.0,0.0,87.0,1.1
4620156.00,4620156.00,10.2,1.6,0.8,2.9,0.0,1.6,1.9,0.5,0.0,0.0,0.0,88.5,1.1
4620157.00,4620157.00,14.5,2.0,1.6,3.4,0.0,1.6,3.8,1.1,0.0,0.0,0.0,82.6,2.9
4620158.00,4620158.00,9.9,0.7,1.5,3.0,0.0,0.7,2.2,0.0,0.0,0.0,0.5,88.7,1.2
4620159.00,4620159.00,8.3,0.5,0.8,1.3,0.0,3.1,2.1,0.0,0.0,0.0,0.0,90.4,1.0
4620160.00,4620160.00,22.0,1.4,2.3,6.1,0.0,4.3,2.9,1.4,0.9,0.0,1.2,76.8,1.2
4620161.00,4620161.00,22.1,4.4,2.0,2.7,0.0,2.0,7.1,0.7,0.5,0.5,0.0,77.2,0.5
4620162.00,4620162.00,21.7,0.6,4.6,2.6,0.0,2.0,7.1,0.9,0.6,1.7,0.6,76.9,1.4
4620163.00,4620163.00,14.8,0.7,2.1,2.1,0.3,1.2,3.6,1.2,0.8,0.3,1.0,84.2,1.0
4620164.00,4620164.00,21.6,1.6,1.6,3.0,0.0,5.2,2.3,2.0,3.6,0.0,0.0,77.7,0.7
4620165.00,4620165.00,11.7,1.0,0.7,3.1,0.0,1.2,3.8,0.5,0.0,0.0,0.0,87.4,1.0
4620166.00,4620166.00,22.4,2.8,5.6,4.7,0.0,2.8,0.0,3.7,0.0,0.0,0.0,77.6,0.0
4620167.00,4620167.00,10.6,1.0,1.0,1.8,0.0,0.8,2.6,0.4,0.4,0.0,0.6,88.2,1.0
4620168.00,4620168.00,10.1,1.4,1.7,1.4,0.0,2.4,0.7,1.7,0.0,0.3,0.0,89.2,0.9
4620169.00,4620169.00,15.2,1.6,1.1,4.0,0.0,1.8,3.1,1.1,0.0,0.0,0.7,84.6,0.4
4620170.00,4620170.00,14.8,1.4,1.7,3.8,0.0,1.4,3.8,1.0,0.0,0.0,0.0,84.7,0.5
4620171.00,4620171.00,21.6,1.5,1.2,5.2,0.2,2.3,4.7,3.3,0.5,0.2,1.1,77.6,0.8
4620172.00,4620172.00,22.0,1.1,1.5,7.0,0.4,3.0,3.9,0.8,1.7,0.0,0.8,76.9,1.1
4620173.00,4620173.00,17.4,0.5,1.7,2.9,0.0,2.7,5.2,0.7,0.7,0.0,1.0,81.1,1.5
4620174.00,4620174.00,12.2,0.0,2.8,1.1,0.0,2.3,3.0,1.4,0.0,0.0,0.0,87.6,0.5
4620175.00,4620175.00,12.2,0.8,1.3,1.3,0.0,1.5,1.3,3.1,0.0,0.0,2.5,87.3,0.8
4620176.00,4620176.00,9.1,0.0,0.0,2.2,0.0,1.6,3.1,0.6,0.0,0.6,0.0,91.2,0.0
4620177.00,4620177.00,13.2,0.8,2.3,2.3,0.8,3.0,1.9,0.0,1.5,0.0,0.0,85.3,1.5
4620178.00,4620178.00,15.9,0.6,0.4,3.8,0.4,3.4,3.2,1.7,0.0,0.6,0.0,83.1,0.8
4620179.00,4620179.00,12.7,0.0,0.3,5.0,0.0,3.1,2.0,1.1,0.0,0.0,0.0,85.2,2.2
4620180.00,4620180.00,14.7,0.3,0.3,5.9,0.0,2.3,3.2,1.5,0.0,0.0,0.0,83.4,1.8
